Zone,Step,Hours Start hh:mm,Hours End hh:mm,Total Points,%Total Start,%Total End,Grade,
4,Step 5 Grand total,31.22,31.54,100,0,0.9,F,
5,Step 5 Grand total,0,0.31,100,100,100,A+,
5,Step 5 Grand total,0.31,0.67,100,99.81,99.9,A+,
5,Step 5 Grand total,0.67,1.02,100,98.81,98.9,A+,
5,Step 5 Grand total,1.02,1.38,100,97,97.9,A+,
5,Step 5 Grand total,1.38,1.73,100,96,96.9,A+,
5,Step 5 Grand total,1.73,2.08,100,95,95.9,A+,
5,Step 5 Grand total,2.08,2.44,100,94,94.9,A,
5,Step 5 Grand total,2.44,2.79,100,93,93.9,A,
5,Step 5 Grand total,2.79,3.15,100,92,92.9,A,
5,Step 5 Grand total,3.15,3.5,100,91,91.9,A,
5,Step 5 Grand total,3.5,3.85,100,90,90.9,A,
5,Step 5 Grand total,3.85,4.21,100,89,89.9,A-,
5,Step 5 Grand total,4.21,4.56,100,88,88.9,A-,
5,Step 5 Grand total,4.56,4.92,100,87,87.9,A-,
5,Step 5 Grand total,4.92,5.27,100,86,86.9,A-,
5,Step 5 Grand total,5.27,5.63,100,85,85.9,A-,
5,Step 5 Grand total,5.63,5.98,100,84,84.9,B+,
5,Step 5 Grand total,5.98,6.33,100,83,83.9,B+,
5,Step 5 Grand total,6.33,6.69,100,82,82.9,B+,
5,Step 5 Grand total,6.69,7.04,100,81,81.9,B+,
5,Step 5 Grand total,7.04,7.4,100,80,80.9,B+,
5,Step 5 Grand total,7.4,7.75,100,79,79.9,B,
5,Step 5 Grand total,7.75,8.1,100,78,78.9,B,
5,Step 5 Grand total,8.1,8.46,100,77,77.9,B,
5,Step 5 Grand total,8.46,8.81,100,76,76.9,B,
5,Step 5 Grand total,8.81,9.17,100,75,75.9,B,
5,Step 5 Grand total,9.17,9.52,100,74,74.9,B-,
5,Step 5 Grand total,9.52,9.88,100,73,73.9,B-,
5,Step 5 Grand total,9.88,10.23,100,72,72.9,B-,
5,Step 5 Grand total,10.23,10.58,100,71,71.9,B-,
5,Step 5 Grand total,10.58,10.94,100,70,70.9,B-,
5,Step 5 Grand total,10.94,11.29,100,69,69.9,C+,
5,Step 5 Grand total,11.29,11.65,100,68,68.9,C+,
5,Step 5 Grand total,11.65,12,100,67,67.9,C+,
5,Step 5 Grand total,12,12.35,100,66,66.9,C+,
5,Step 5 Grand total,12.35,12.71,100,65,65.9,C+,
5,Step 5 Grand total,12.71,13.06,100,64,64.9,C,
5,Step 5 Grand total,13.06,13.42,100,63,63.9,C,
5,Step 5 Grand total,13.42,13.77,100,62,62.9,C,
5,Step 5 Grand total,13.77,14.13,100,61,61.9,C,
5,Step 5 Grand total,14.13,14.48,100,60,60.9,C,
5,Step 5 Grand total,14.48,14.83,100,59,59.9,C-,
5,Step 5 Grand total,14.83,15.19,100,58,58.9,C-,
5,Step 5 Grand total,15.19,15.54,100,57,57.9,C-,
5,Step 5 Grand total,15.54,15.9,100,56,56.9,C-,
5,Step 5 Grand total,15.9,16.25,100,55,55.9,C-,
5,Step 5 Grand total,16.25,16.6,100,54,54.9,D+,
5,Step 5 Grand total,16.6,16.96,100,53,53.9,D+,
5,Step 5 Grand total,16.96,17.31,100,52,52.9,D+,
5,Step 5 Grand total,17.31,17.67,100,51,51.9,D+,
5,Step 5 Grand total,17.67,18.02,100,50,50.9,D+,
5,Step 5 Grand total,18.02,18.38,100,49,49.9,D,
5,Step 5 Grand total,18.38,18.73,100,48,48.9,D,
5,Step 5 Grand total,18.73,19.08,100,47,47.9,D,
5,Step 5 Grand total,19.08,19.44,100,46,46.9,D,
5,Step 5 Grand total,19.44,19.79,100,45,45.9,D,
5,Step 5 Grand total,19.79,20.15,100,44,44.9,D-,
5,Step 5 Grand total,20.15,20.5,100,43,43.9,D-,
5,Step 5 Grand total,20.5,20.85,100,42,42.9,D-,
5,Step 5 Grand total,20.85,21.21,100,41,41.9,D-,
5,Step 5 Grand total,21.21,21.56,100,40,40.9,D-,
5,Step 5 Grand total,21.56,21.92,100,39,0.4,F,
5,Step 5 Grand total,21.92,22.27,100,38,38.9,F,
5,Step 5 Grand total,22.27,22.63,100,37,37.9,F,
5,Step 5 Grand total,22.63,22.98,100,36,36.9,F,
5,Step 5 Grand total,22.98,23.33,100,35,35.9,F,
5,Step 5 Grand total,23.33,23.69,100,34,34.9,F,
5,Step 5 Grand total,23.69,24.04,100,33,33.9,F,
5,Step 5 Grand total,24.04,24.4,100,32,32.9,F,
5,Step 5 Grand total,24.4,24.75,100,31,31.9,F,
5,Step 5 Grand total,24.75,25.1,100,30,30.9,F,
5,Step 5 Grand total,25.1,25.46,100,29,29.9,F,
5,Step 5 Grand total,25.46,25.81,100,28,28.9,F,
5,Step 5 Grand total,25.81,26.17,100,27,27.9,F,
5,Step 5 Grand total,26.17,26.52,100,26,26.9,F,
5,Step 5 Grand total,26.52,26.88,100,25,25.9,F,
5,Step 5 Grand total,26.88,27.23,100,24,24.9,F,
5,Step 5 Grand total,27.23,27.58,100,23,23.9,F,
5,Step 5 Grand total,27.58,27.94,100,22,22.9,F,
5,Step 5 Grand total,27.94,28.29,100,21,21.9,F,
5,Step 5 Grand total,28.29,28.65,100,20,20.9,F,
5,Step 5 Grand total,28.65,29,100,19,19.9,F,
5,Step 5 Grand total,29,29.35,100,18,18.9,F,
5,Step 5 Grand total,29.35,29.71,100,17,17.9,F,
5,Step 5 Grand total,29.71,30.06,100,16,16.9,F,
5,Step 5 Grand total,30.06,30.42,100,15,15.9,F,
5,Step 5 Grand total,30.42,30.77,100,14,14.9,F,
5,Step 5 Grand total,30.77,31.13,100,13,13.9,F,
5,Step 5 Grand total,31.13,31.48,100,12,12.9,F,
5,Step 5 Grand total,31.48,31.83,100,11,11.9,F,
5,Step 5 Grand total,31.83,32.19,100,10,10.9,F,
5,Step 5 Grand total,32.19,32.54,100,9,9.9,F,
5,Step 5 Grand total,32.54,32.9,100,8,8.9,F,
5,Step 5 Grand total,32.9,33.25,100,7,7.9,F,
5,Step 5 Grand total,33.25,33.6,100,6,6.9,F,
5,Step 5 Grand total,33.6,33.96,100,5,5.9,F,
5,Step 5 Grand total,33.96,34.31,100,4,4.9,F,
5,Step 5 Grand total,34.31,34.67,100,3,3.9,F,
5,Step 5 Grand total,34.67,35.02,100,2,2.9,F,
5,Step 5 Grand total,35.02,35.38,100,1,1.9,F,
5,Step 5 Grand total,35.38,35.73,100,0,0.9,F,
6,Step 5 Grand total,0,0.35,100,100,100,A+,
6,Step 5 Grand total,0.35,0.71,100,99.81,99.9,A+,
6,Step 5 Grand total,0.71,1.06,100,98.81,98.9,A+,
6,Step 5 Grand total,1.06,1.42,100,97,97.9,A+,
6,Step 5 Grand total,1.42,1.77,100,96,96.9,A+,
6,Step 5 Grand total,1.77,2.13,100,95,95.9,A+,
6,Step 5 Grand total,2.13,2.48,100,94,94.9,A,
6,Step 5 Grand total,2.48,2.83,100,93,93.9,A,
6,Step 5 Grand total,2.83,3.19,100,92,92.9,A,
6,Step 5 Grand total,3.19,3.54,100,91,91.9,A,
6,Step 5 Grand total,3.54,3.9,100,90,90.9,A,
6,Step 5 Grand total,3.9,4.25,100,89,89.9,A-,
6,Step 5 Grand total,4.25,4.6,100,88,88.9,A-,
6,Step 5 Grand total,4.6,4.96,100,87,87.9,A-,
6,Step 5 Grand total,4.96,5.31,100,86,86.9,A-,
6,Step 5 Grand total,5.31,5.67,100,85,85.9,A-,
6,Step 5 Grand total,5.67,6.02,100,84,84.9,B+,
6,Step 5 Grand total,6.02,6.38,100,83,83.9,B+,
6,Step 5 Grand total,6.38,6.73,100,82,82.9,B+,
6,Step 5 Grand total,6.73,7.08,100,81,81.9,B+,
6,Step 5 Grand total,7.08,7.44,100,80,80.9,B+,
6,Step 5 Grand total,7.44,7.79,100,79,79.9,B,
6,Step 5 Grand total,7.79,8.15,100,78,78.9,B,
6,Step 5 Grand total,8.15,8.5,100,77,77.9,B,
6,Step 5 Grand total,8.5,8.85,100,76,76.9,B,
6,Step 5 Grand total,8.85,9.21,100,75,75.9,B,
6,Step 5 Grand total,9.21,9.56,100,74,74.9,B-,
6,Step 5 Grand total,9.56,9.92,100,73,73.9,B-,
6,Step 5 Grand total,9.92,10.27,100,72,72.9,B-,
6,Step 5 Grand total,10.27,10.63,100,71,71.9,B-,
6,Step 5 Grand total,10.63,10.98,100,70,70.9,B-,
6,Step 5 Grand total,10.98,11.33,100,69,69.9,C+,
6,Step 5 Grand total,11.33,11.69,100,68,68.9,C+,
6,Step 5 Grand total,11.69,12.04,100,67,67.9,C+,
6,Step 5 Grand total,12.04,12.4,100,66,66.9,C+,
6,Step 5 Grand total,12.4,12.75,100,65,65.9,C+,
6,Step 5 Grand total,12.75,13.1,100,64,64.9,C,
6,Step 5 Grand total,13.1,13.46,100,63,63.9,C,
6,Step 5 Grand total,13.46,13.81,100,62,62.9,C,
6,Step 5 Grand total,13.81,14.17,100,61,61.9,C,
6,Step 5 Grand total,14.17,14.52,100,60,60.9,C,
6,Step 5 Grand total,14.52,14.88,100,59,59.9,C-,
6,Step 5 Grand total,14.88,15.23,100,58,58.9,C-,
6,Step 5 Grand total,15.23,15.58,100,57,57.9,C-,
6,Step 5 Grand total,15.58,15.94,100,56,56.9,C-,
6,Step 5 Grand total,15.94,16.29,100,55,55.9,C-,
6,Step 5 Grand total,16.29,16.65,100,54,54.9,D+,
6,Step 5 Grand total,16.65,17,100,53,53.9,D+,
6,Step 5 Grand total,17,17.35,100,52,52.9,D+,
6,Step 5 Grand total,17.35,17.71,100,51,51.9,D+,
6,Step 5 Grand total,17.71,18.06,100,50,50.9,D+,
6,Step 5 Grand total,18.06,18.42,100,49,49.9,D,
6,Step 5 Grand total,18.42,18.77,100,48,48.9,D,
6,Step 5 Grand total,18.77,19.13,100,47,47.9,D,
6,Step 5 Grand total,19.13,19.48,100,46,46.9,D,
6,Step 5 Grand total,19.48,19.83,100,45,45.9,D,
6,Step 5 Grand total,19.83,20.19,100,44,44.9,D-,
6,Step 5 Grand total,20.19,20.54,100,43,43.9,D-,
6,Step 5 Grand total,20.54,20.9,100,42,42.9,D-,
6,Step 5 Grand total,20.9,21.25,100,41,41.9,D-,
6,Step 5 Grand total,21.25,21.6,100,40,40.9,D-,
6,Step 5 Grand total,21.6,21.96,100,39,0.4,F,
6,Step 5 Grand total,21.96,22.31,100,38,38.9,F,
6,Step 5 Grand total,22.31,22.67,100,37,37.9,F,
6,Step 5 Grand total,22.67,23.02,100,36,36.9,F,
6,Step 5 Grand total,23.02,23.38,100,35,35.9,F,
6,Step 5 Grand total,23.38,23.73,100,34,34.9,F,
6,Step 5 Grand total,23.73,24.08,100,33,33.9,F,
6,Step 5 Grand total,24.08,24.44,100,32,32.9,F,
6,Step 5 Grand total,24.44,24.79,100,31,31.9,F,
6,Step 5 Grand total,24.79,25.15,100,30,30.9,F,
6,Step 5 Grand total,25.15,25.5,100,29,29.9,F,
6,Step 5 Grand total,25.5,25.85,100,28,28.9,F,
6,Step 5 Grand total,25.85,26.21,100,27,27.9,F,
6,Step 5 Grand total,26.21,26.56,100,26,26.9,F,
6,Step 5 Grand total,26.56,26.92,100,25,25.9,F,
6,Step 5 Grand total,26.92,27.27,100,24,24.9,F,
6,Step 5 Grand total,27.27,27.63,100,23,23.9,F,
6,Step 5 Grand total,27.63,27.98,100,22,22.9,F,
6,Step 5 Grand total,27.98,28.33,100,21,21.9,F,
6,Step 5 Grand total,28.33,28.69,100,20,20.9,F,
6,Step 5 Grand total,28.69,29.04,100,19,19.9,F,
6,Step 5 Grand total,29.04,29.4,100,18,18.9,F,
6,Step 5 Grand total,29.4,29.75,100,17,17.9,F,
6,Step 5 Grand total,29.75,30.1,100,16,16.9,F,
6,Step 5 Grand total,30.1,30.46,100,15,15.9,F,
6,Step 5 Grand total,30.46,30.81,100,14,14.9,F,
6,Step 5 Grand total,30.81,31.17,100,13,13.9,F,
6,Step 5 Grand total,31.17,31.52,100,12,12.9,F,
6,Step 5 Grand total,31.52,31.88,100,11,11.9,F,
6,Step 5 Grand total,31.88,32.23,100,10,10.9,F,
6,Step 5 Grand total,32.23,32.58,100,9,9.9,F,
6,Step 5 Grand total,32.58,32.94,100,8,8.9,F,
6,Step 5 Grand total,32.94,33.29,100,7,7.9,F,
6,Step 5 Grand total,33.29,33.65,100,6,6.9,F,
6,Step 5 Grand total,33.65,34,100,5,5.9,F,
6,Step 5 Grand total,34,34.35,100,4,4.9,F,
6,Step 5 Grand total,34.35,34.71,100,3,3.9,F,
6,Step 5 Grand total,34.71,35.06,100,2,2.9,F,
6,Step 5 Grand total,35.06,35.42,100,1,1.9,F,
6,Step 5 Grand total,35.42,35.77,100,0,0.9,F,
7,Step 5 Grand total,0,0.35,100,100,100,A+,
7,Step 5 Grand total,0.35,0.71,100,99.81,99.9,A+,
7,Step 5 Grand total,0.71,1.06,100,98.81,98.9,A+,
7,Step 5 Grand total,1.06,1.42,100,97,97.9,A+,
7,Step 5 Grand total,1.42,1.77,100,96,96.9,A+,
7,Step 5 Grand total,1.77,2.13,100,95,95.9,A+,
7,Step 5 Grand total,2.13,2.48,100,94,94.9,A,
7,Step 5 Grand total,2.48,2.83,100,93,93.9,A,
7,Step 5 Grand total,2.83,3.19,100,92,92.9,A,
7,Step 5 Grand total,3.19,3.54,100,91,91.9,A,
7,Step 5 Grand total,3.54,3.9,100,90,90.9,A,
7,Step 5 Grand total,3.9,4.25,100,89,89.9,A-,
7,Step 5 Grand total,4.25,4.6,100,88,88.9,A-,
7,Step 5 Grand total,4.6,4.96,100,87,87.9,A-,
7,Step 5 Grand total,4.96,5.31,100,86,86.9,A-,
7,Step 5 Grand total,5.31,5.67,100,85,85.9,A-,
7,Step 5 Grand total,5.67,6.02,100,84,84.9,B+,
7,Step 5 Grand total,6.02,6.38,100,83,83.9,B+,
7,Step 5 Grand total,6.38,6.73,100,82,82.9,B+,
7,Step 5 Grand total,6.73,7.08,100,81,81.9,B+,
7,Step 5 Grand total,7.08,7.44,100,80,80.9,B+,
7,Step 5 Grand total,7.44,7.79,100,79,79.9,B,
7,Step 5 Grand total,7.79,8.15,100,78,78.9,B,
7,Step 5 Grand total,8.15,8.5,100,77,77.9,B,
7,Step 5 Grand total,8.5,8.85,100,76,76.9,B,
7,Step 5 Grand total,8.85,9.21,100,75,75.9,B,
7,Step 5 Grand total,9.21,9.56,100,74,74.9,B-,
7,Step 5 Grand total,9.56,9.92,100,73,73.9,B-,
7,Step 5 Grand total,9.92,10.27,100,72,72.9,B-,
7,Step 5 Grand total,10.27,10.63,100,71,71.9,B-,
7,Step 5 Grand total,10.63,10.98,100,70,70.9,B-,
7,Step 5 Grand total,10.98,11.33,100,69,69.9,C+,
7,Step 5 Grand total,11.33,11.69,100,68,68.9,C+,
7,Step 5 Grand total,11.69,12.04,100,67,67.9,C+,
7,Step 5 Grand total,12.04,12.4,100,66,66.9,C+,
7,Step 5 Grand total,12.4,12.75,100,65,65.9,C+,
7,Step 5 Grand total,12.75,13.1,100,64,64.9,C,
7,Step 5 Grand total,13.1,13.46,100,63,63.9,C,
7,Step 5 Grand total,13.46,13.81,100,62,62.9,C,
7,Step 5 Grand total,13.81,14.17,100,61,61.9,C,
7,Step 5 Grand total,14.17,14.52,100,60,60.9,C,
7,Step 5 Grand total,14.52,14.88,100,59,59.9,C-,
7,Step 5 Grand total,14.88,15.23,100,58,58.9,C-,
7,Step 5 Grand total,15.23,15.58,100,57,57.9,C-,
7,Step 5 Grand total,15.58,15.94,100,56,56.9,C-,
7,Step 5 Grand total,15.94,16.29,100,55,55.9,C-,
7,Step 5 Grand total,16.29,16.65,100,54,54.9,D+,
7,Step 5 Grand total,16.65,17,100,53,53.9,D+,
7,Step 5 Grand total,17,17.35,100,52,52.9,D+,
7,Step 5 Grand total,17.35,17.71,100,51,51.9,D+,
7,Step 5 Grand total,17.71,18.06,100,50,50.9,D+,
7,Step 5 Grand total,18.06,18.42,100,49,49.9,D,
7,Step 5 Grand total,18.42,18.77,100,48,48.9,D,
7,Step 5 Grand total,18.77,19.13,100,47,47.9,D,
7,Step 5 Grand total,19.13,19.48,100,46,46.9,D,
7,Step 5 Grand total,19.48,19.83,100,45,45.9,D,
7,Step 5 Grand total,19.83,20.19,100,44,44.9,D-,
7,Step 5 Grand total,20.19,20.54,100,43,43.9,D-,
7,Step 5 Grand total,20.54,20.9,100,42,42.9,D-,
7,Step 5 Grand total,20.9,21.25,100,41,41.9,D-,
7,Step 5 Grand total,21.25,21.6,100,40,40.9,D-,
7,Step 5 Grand total,21.6,21.96,100,39,0.4,F,
7,Step 5 Grand total,21.96,22.31,100,38,38.9,F,
7,Step 5 Grand total,22.31,22.67,100,37,37.9,F,
7,Step 5 Grand total,22.67,23.02,100,36,36.9,F,
7,Step 5 Grand total,23.02,23.38,100,35,35.9,F,
7,Step 5 Grand total,23.38,23.73,100,34,34.9,F,
7,Step 5 Grand total,23.73,24.08,100,33,33.9,F,
7,Step 5 Grand total,24.08,24.44,100,32,32.9,F,
7,Step 5 Grand total,24.44,24.79,100,31,31.9,F,
7,Step 5 Grand total,24.79,25.15,100,30,30.9,F,
7,Step 5 Grand total,25.15,25.5,100,29,29.9,F,
7,Step 5 Grand total,25.5,25.85,100,28,28.9,F,
7,Step 5 Grand total,25.85,26.21,100,27,27.9,F,
7,Step 5 Grand total,26.21,26.56,100,26,26.9,F,
7,Step 5 Grand total,26.56,26.92,100,25,25.9,F,
7,Step 5 Grand total,26.92,27.27,100,24,24.9,F,
7,Step 5 Grand total,27.27,27.63,100,23,23.9,F,
7,Step 5 Grand total,27.63,27.98,100,22,22.9,F,
7,Step 5 Grand total,27.98,28.33,100,21,21.9,F,
7,Step 5 Grand total,28.33,28.69,100,20,20.9,F,
7,Step 5 Grand total,28.69,29.04,100,19,19.9,F,
7,Step 5 Grand total,29.04,29.4,100,18,18.9,F,
7,Step 5 Grand total,29.4,29.75,100,17,17.9,F,
7,Step 5 Grand total,29.75,30.1,100,16,16.9,F,
7,Step 5 Grand total,30.1,30.46,100,15,15.9,F,
7,Step 5 Grand total,30.46,30.81,100,14,14.9,F,
7,Step 5 Grand total,30.81,31.17,100,13,13.9,F,
7,Step 5 Grand total,31.17,31.52,100,12,12.9,F,
7,Step 5 Grand total,31.52,31.88,100,11,11.9,F,
7,Step 5 Grand total,31.88,32.23,100,10,10.9,F,
7,Step 5 Grand total,32.23,32.58,100,9,9.9,F,
7,Step 5 Grand total,32.58,32.94,100,8,8.9,F,
7,Step 5 Grand total,32.94,33.29,100,7,7.9,F,
7,Step 5 Grand total,33.29,33.65,100,6,6.9,F,
7,Step 5 Grand total,33.65,34,100,5,5.9,F,
7,Step 5 Grand total,34,34.35,100,4,4.9,F,
7,Step 5 Grand total,34.35,34.71,100,3,3.9,F,
7,Step 5 Grand total,34.71,35.06,100,2,2.9,F,
7,Step 5 Grand total,35.06,35.42,100,1,1.9,F,
7,Step 5 Grand total,35.42,35.77,100,0,0.9,F,
8,Step 5 Grand total,0,0.35,100,100,100,A+,
8,Step 5 Grand total,0.35,0.71,100,99.81,99.9,A+,
8,Step 5 Grand total,0.71,1.06,100,98.81,98.9,A+,
8,Step 5 Grand total,1.06,1.42,100,97,97.9,A+,
8,Step 5 Grand total,1.42,1.77,100,96,96.9,A+,
8,Step 5 Grand total,1.77,2.13,100,95,95.9,A+,
8,Step 5 Grand total,2.13,2.48,100,94,94.9,A,
8,Step 5 Grand total,2.48,2.83,100,93,93.9,A,
8,Step 5 Grand total,2.83,3.19,100,92,92.9,A,
8,Step 5 Grand total,3.19,3.54,100,91,91.9,A,
8,Step 5 Grand total,3.54,3.9,100,90,90.9,A,
8,Step 5 Grand total,3.9,4.25,100,89,89.9,A-,
8,Step 5 Grand total,4.25,4.6,100,88,88.9,A-,
8,Step 5 Grand total,4.6,4.96,100,87,87.9,A-,
8,Step 5 Grand total,4.96,5.31,100,86,86.9,A-,
8,Step 5 Grand total,5.31,5.67,100,85,85.9,A-,
8,Step 5 Grand total,5.67,6.02,100,84,84.9,B+,
8,Step 5 Grand total,6.02,6.38,100,83,83.9,B+,
8,Step 5 Grand total,6.38,6.73,100,82,82.9,B+,
8,Step 5 Grand total,6.73,7.08,100,81,81.9,B+,
8,Step 5 Grand total,7.08,7.44,100,80,80.9,B+,
8,Step 5 Grand total,7.44,7.79,100,79,79.9,B,
8,Step 5 Grand total,7.79,8.15,100,78,78.9,B,
8,Step 5 Grand total,8.15,8.5,100,77,77.9,B,
8,Step 5 Grand total,8.5,8.85,100,76,76.9,B,
8,Step 5 Grand total,8.85,9.21,100,75,75.9,B,
8,Step 5 Grand total,9.21,9.56,100,74,74.9,B-,
8,Step 5 Grand total,9.56,9.92,100,73,73.9,B-,
8,Step 5 Grand total,9.92,10.27,100,72,72.9,B-,
8,Step 5 Grand total,10.27,10.63,100,71,71.9,B-,
8,Step 5 Grand total,10.63,10.98,100,70,70.9,B-,
8,Step 5 Grand total,10.98,11.33,100,69,69.9,C+,
8,Step 5 Grand total,11.33,11.69,100,68,68.9,C+,
8,Step 5 Grand total,11.69,12.04,100,67,67.9,C+,
8,Step 5 Grand total,12.04,12.4,100,66,66.9,C+,
8,Step 5 Grand total,12.4,12.75,100,65,65.9,C+,
8,Step 5 Grand total,12.75,13.1,100,64,64.9,C,
8,Step 5 Grand total,13.1,13.46,100,63,63.9,C,
8,Step 5 Grand total,13.46,13.81,100,62,62.9,C,
8,Step 5 Grand total,13.81,14.17,100,61,61.9,C,
8,Step 5 Grand total,14.17,14.52,100,60,60.9,C,
8,Step 5 Grand total,14.52,14.88,100,59,59.9,C-,
8,Step 5 Grand total,14.88,15.23,100,58,58.9,C-,
8,Step 5 Grand total,15.23,15.58,100,57,57.9,C-,
8,Step 5 Grand total,15.58,15.94,100,56,56.9,C-,
8,Step 5 Grand total,15.94,16.29,100,55,55.9,C-,
8,Step 5 Grand total,16.29,16.65,100,54,54.9,D+,
8,Step 5 Grand total,16.65,17,100,53,53.9,D+,
8,Step 5 Grand total,17,17.35,100,52,52.9,D+,
8,Step 5 Grand total,17.35,17.71,100,51,51.9,D+,
8,Step 5 Grand total,17.71,18.06,100,50,50.9,D+,
8,Step 5 Grand total,18.06,18.42,100,49,49.9,D,
8,Step 5 Grand total,18.42,18.77,100,48,48.9,D,
8,Step 5 Grand total,18.77,19.13,100,47,47.9,D,
8,Step 5 Grand total,19.13,19.48,100,46,46.9,D,
8,Step 5 Grand total,19.48,19.83,100,45,45.9,D,
8,Step 5 Grand total,19.83,20.19,100,44,44.9,D-,
8,Step 5 Grand total,20.19,20.54,100,43,43.9,D-,
8,Step 5 Grand total,20.54,20.9,100,42,42.9,D-,
8,Step 5 Grand total,20.9,21.25,100,41,41.9,D-,
8,Step 5 Grand total,21.25,21.6,100,40,40.9,D-,
8,Step 5 Grand total,21.6,21.96,100,39,0.4,F,
8,Step 5 Grand total,21.96,22.31,100,38,38.9,F,
8,Step 5 Grand total,22.31,22.67,100,37,37.9,F,
8,Step 5 Grand total,22.67,23.02,100,36,36.9,F,
8,Step 5 Grand total,23.02,23.38,100,35,35.9,F,
8,Step 5 Grand total,23.38,23.73,100,34,34.9,F,
8,Step 5 Grand total,23.73,24.08,100,33,33.9,F,
8,Step 5 Grand total,24.08,24.44,100,32,32.9,F,
8,Step 5 Grand total,24.44,24.79,100,31,31.9,F,
8,Step 5 Grand total,24.79,25.15,100,30,30.9,F,
8,Step 5 Grand total,25.15,25.5,100,29,29.9,F,
8,Step 5 Grand total,25.5,25.85,100,28,28.9,F,
8,Step 5 Grand total,25.85,26.21,100,27,27.9,F,
8,Step 5 Grand total,26.21,26.56,100,26,26.9,F,
8,Step 5 Grand total,26.56,26.92,100,25,25.9,F,
8,Step 5 Grand total,26.92,27.27,100,24,24.9,F,
8,Step 5 Grand total,27.27,27.63,100,23,23.9,F,
8,Step 5 Grand total,27.63,27.98,100,22,22.9,F,
8,Step 5 Grand total,27.98,28.33,100,21,21.9,F,
8,Step 5 Grand total,28.33,28.69,100,20,20.9,F,
8,Step 5 Grand total,28.69,29.04,100,19,19.9,F,
8,Step 5 Grand total,29.04,29.4,100,18,18.9,F,
8,Step 5 Grand total,29.4,29.75,100,17,17.9,F,
8,Step 5 Grand total,29.75,30.1,100,16,16.9,F,
8,Step 5 Grand total,30.1,30.46,100,15,15.9,F,
8,Step 5 Grand total,30.46,30.81,100,14,14.9,F,
8,Step 5 Grand total,30.81,31.17,100,13,13.9,F,
8,Step 5 Grand total,31.17,31.52,100,12,12.9,F,
8,Step 5 Grand total,31.52,31.88,100,11,11.9,F,
8,Step 5 Grand total,31.88,32.23,100,10,10.9,F,
8,Step 5 Grand total,32.23,32.58,100,9,9.9,F,
8,Step 5 Grand total,32.58,32.94,100,8,8.9,F,
8,Step 5 Grand total,32.94,33.29,100,7,7.9,F,
8,Step 5 Grand total,33.29,33.65,100,6,6.9,F,
8,Step 5 Grand total,33.65,34,100,5,5.9,F,
8,Step 5 Grand total,34,34.35,100,4,4.9,F,
8,Step 5 Grand total,34.35,34.71,100,3,3.9,F,
8,Step 5 Grand total,34.71,35.06,100,2,2.9,F,
8,Step 5 Grand total,35.06,35.42,100,1,1.9,F,
8,Step 5 Grand total,35.42,35.77,100,0,0.9,F,
